source,target,weight
129,128,25759.917568263783
10,129,15078.407720144753
128,129,25759.917568263783
130,129,13082.155939298795
9,130,23337.222870478414
129,130,13082.155939298795
131,130,2683.8432635534086
130,131,2683.8432635534086
160,131,13696.75386933297
323,131,9487.666034155598
0,132,0.008912655971479501
133,132,20815.986677768527
345,132,9478.67298578199
0,133,0.008992805755395683
132,133,20815.986677768527
134,133,38520.80123266564
133,134,38520.80123266564
135,134,14283.6737608913
337,134,3938.558487593541
134,135,14283.6737608913
136,135,65530.79947575361
338,135,49091.801669121254
23,136,11405.109489051094
135,136,65530.79947575361
137,136,11737.089201877934
136,137,11737.089201877934
139,137,9310.98696461825
338,137,7961.783439490447
20,138,2090.3010033444816
43,138,5611.672278338945
46,138,8382.229673093043
137,139,9310.98696461825
140,139,15807.777426493834
142,139,9380.863039399625
21,140,18198.362147406733
139,140,15807.777426493834
141,140,12543.903662819868
140,141,12543.903662819868
142,141,12451.749470800649
339,141,12709.710218607015
23,142,8136.696501220504
139,142,9380.863039399625
141,142,12451.749470800649
21,143,2688.8948642108094
22,143,16716.81711802073
144,143,5319.148936170213
143,144,5319.148936170213
398,144,5913.660555884093
403,144,4317.789291882556
9,145,7692.307692307693
123,145,3895.597974289053
146,145,23707.91844476055
149,145,6743.088334457181
9,146,11460.004584001834
145,146,23707.91844476055
147,146,5820.721769499418
10,147,9960.1593625498
146,147,5820.721769499418
148,147,20491.803278688523
123,148,14558.159848595138
125,148,16035.920461834508
147,148,20491.803278688523
9,149,10419.922892570594
145,149,6743.088334457181
150,149,18674.136321195143
9,150,6060.606060606061
149,150,18674.136321195143
152,150,3003.003003003003
21,151,4444.444444444444
22,151,5793.742757821553
343,151,9671.17988394584
8,152,3650.967506389193
122,152,2712.9679869777538
150,152,3003.003003003003
9,153,9225.09225092251
154,153,1773.0496453900707
155,153,1761.1835153222964
8,154,9765.625
153,154,1773.0496453900707
162,154,2551.0204081632655
153,155,1761.1835153222964
156,155,10314.595152140279
157,155,1789.228842368939
155,156,10314.595152140279
157,156,13453.518094981837
160,156,17636.68430335097
155,157,1789.228842368939
156,157,13453.518094981837
159,157,8643.04235090752
45,158,2943.773918163085
49,158,4568.296025582457
331,158,1822.4895206852561
6,159,9633.911368015413
157,159,8643.04235090752
325,159,6514.657980456026
131,160,13696.75386933297
156,160,17636.68430335097
324,160,5627.462014631401
162,161,3330.00333000333
154,162,2551.0204081632655
161,162,3330.00333000333
163,162,22482.01438848921
3,163,3441.156228492773
162,163,22482.01438848921
164,163,7961.783439490447
8,164,11809.163911195088
163,164,7961.783439490447
165,164,7057.163020465773
8,165,17439.832577607252
164,165,7057.163020465773
176,165,15994.881637875878
7,166,2177.2262138036144
167,166,11166.945840312676
168,166,4420.866489832008
2,167,1434.102968593145
3,167,931.9664492078285
166,167,11166.945840312676
1,168,2812.939521800281
166,168,4420.866489832008
171,168,7002.801120448179
1,169,21137.18030014796
170,169,8833.922261484098
177,169,7052.186177715092
2,170,7530.120481927711
169,170,8833.922261484098
171,170,3797.94910748196
2,171,8183.306055646482
168,171,7002.801120448179
170,171,3797.94910748196
2,172,1111.9759813188034
173,172,1519.52590791673
175,172,1306.1650992685477
3,173,464.9000464900046
172,173,1519.52590791673
179,173,606.7961165048544
2,174,417.5365344467641
175,174,542.8881650380022
177,174,206.27062706270627
172,175,1306.1650992685477
174,175,542.8881650380022
181,175,128.88258796236627
7,176,3471.017007983339
8,176,8090.614886731392
165,176,15994.881637875878
1,177,10944.511327569224
169,177,7052.186177715092
174,177,206.27062706270627
57,178,10511.931041732365
63,178,5167.958656330749
180,178,27300.0273000273
173,179,606.7961165048544
181,179,548.847420417124
182,179,312.98904538341156
57,180,12789.35925310142
60,180,11407.711613050422
178,180,27300.0273000273
175,181,128.88258796236627
179,181,548.847420417124
182,181,548.847420417124
179,182,312.98904538341156
181,182,548.847420417124
183,182,1071.007818357074
182,183,1071.007818357074
184,183,2754.8209366391184
189,183,4741.58368895211
183,184,2754.8209366391184
185,184,4065.0406504065036
187,184,12430.080795525171
184,185,4065.0406504065036
186,185,3276.53997378768
191,185,1905.1247856734615
4,186,4325.259515570934
185,186,3276.53997378768
191,186,3992.015968063872
184,187,12430.080795525171
188,187,7770.007770007769
211,187,862.8127696289904
5,188,3144.654088050315
187,188,7770.007770007769
189,188,4091.653027823241
5,189,1338.1506757660914
183,189,4741.58368895211
188,189,4091.653027823241
19,190,7524.4544770504135
66,190,8733.624454148472
77,190,13517.166801838333
185,191,1905.1247856734615
186,191,3992.015968063872
193,191,2992.220227408737
63,192,8460.236886632825
71,192,6779.661016949152
194,192,3796.5072133637054
4,193,6377.551020408164
191,193,2992.220227408737
195,193,7153.075822603719
71,194,4440.497335701599
77,194,1443.4180138568129
192,194,3796.5072133637054
4,195,13178.703215603586
193,195,7153.075822603719
196,195,2571.3551041398814
4,196,4221.190375685943
195,196,2571.3551041398814
327,196,3293.8076416337285
5,197,2281.021897810219
198,197,2311.0700254217704
207,197,1318.565400843882
197,198,2311.0700254217704
199,198,19102.196752626554
207,198,4275.331338178709
198,199,19102.196752626554
200,199,8928.57142857143
209,199,1160.092807424594
199,200,8928.57142857143
201,200,3345.6005352960856
208,200,5524.861878453038
200,201,3345.6005352960856
202,201,21110.407430863415
208,201,1024.2753252074158
201,202,21110.407430863415
203,202,5086.46998982706
218,202,5288.207297726071
202,203,5086.46998982706
204,203,4975.124378109453
218,203,9496.67616334283
203,204,4975.124378109453
205,204,7930.214115781126
217,204,4198.152812762385
204,205,7930.214115781126
206,205,4697.040864255519
223,205,383.28861632809503
205,206,4697.040864255519
219,206,21570.319240724762
242,206,984.2519685039371
197,207,1318.565400843882
198,207,4275.331338178709
208,207,15951.50741745095
200,208,5524.861878453038
201,208,1024.2753252074158
207,208,15951.50741745095
199,209,1160.092807424594
210,209,3522.367030644593
212,209,19786.307874950533
209,210,3522.367030644593
211,210,33670.03367003367
317,210,2467.3081667900324
187,211,862.8127696289904
210,211,33670.03367003367
260,211,2275.3128555176336
209,212,19786.307874950533
213,212,1379.1201213625707
258,212,1298.8699831146903
212,213,1379.1201213625707
214,213,9208.103130755064
218,213,1327.6686139139672
213,214,9208.103130755064
215,214,17439.832577607252
246,214,2288.329519450801
113,215,1371.3658804168952
214,215,17439.832577607252
216,215,5868.544600938967
113,216,1108.8933244621867
215,216,5868.544600938967
217,216,5089.058524173028
230,216,17331.02253032929
204,217,4198.152812762385
216,217,5089.058524173028
219,217,2161.227577263886
202,218,5288.207297726071
203,218,9496.67616334283
213,218,1327.6686139139672
206,219,21570.319240724762
217,219,2161.227577263886
220,219,12030.79884504331
219,220,12030.79884504331
221,220,7923.930269413629
256,220,3861.003861003861
220,221,7923.930269413629
224,221,8826.1253309797
242,221,23696.682464454974
223,222,5050.505050505051
242,222,37009.622501850485
254,222,6920.415224913495
30,223,1876.1726078799247
205,223,383.28861632809503
222,223,5050.505050505051
221,224,8826.1253309797
225,224,12860.082304526748
254,224,4063.388866314506
224,225,12860.082304526748
226,225,16619.577862722286
256,225,5910.16548463357
225,226,16619.577862722286
227,226,61652.28113440197
257,226,10215.548064153641
226,227,61652.28113440197
228,227,9017.132551848512
234,227,1390.6271728549577
227,228,9017.132551848512
229,228,49236.82914820286
231,228,7434.9442379182165
228,229,49236.82914820286
230,229,9433.962264150943
257,229,5847.953216374269
216,230,17331.02253032929
229,230,9433.962264150943
231,230,3412.9692832764504
228,231,7434.9442379182165
230,231,3412.9692832764504
232,231,17969.451931716085
231,232,17969.451931716085
233,232,3731.3432835820895
243,232,1641.7665407978984
29,233,1487.652484379649
232,233,3731.3432835820895
234,233,4422.821760283061
227,234,1390.6271728549577
233,234,4422.821760283061
235,234,6317.119393556538
240,234,3335.55703802535
234,235,6317.119393556538
236,235,4444.444444444444
241,235,7782.101167315174
235,236,4444.444444444444
237,236,3301.419610432486
241,236,5078.7201625190455
236,237,3301.419610432486
238,237,3546.0992907801415
254,237,1351.7166801838334
30,238,5025.125628140703
237,238,3546.0992907801415
240,238,1942.8793471925394
52,239,4655.493482309125
79,239,5364.806866952789
89,239,26824.034334763946
234,240,3335.55703802535
238,240,1942.8793471925394
241,240,14832.39394838327
235,241,7782.101167315174
236,241,5078.7201625190455
240,241,14832.39394838327
206,242,984.2519685039371
221,242,23696.682464454974
222,242,37009.622501850485
113,243,26567.48140276302
232,243,1641.7665407978984
244,243,7830.853563038372
243,244,7830.853563038372
245,244,8976.660682226213
246,244,2272.7272727272725
29,245,3834.355828220859
244,245,8976.660682226213
250,245,3727.1710771524413
214,246,2288.329519450801
244,246,2272.7272727272725
247,246,2038.7359836901119
246,247,2038.7359836901119
248,247,13802.622498274672
259,247,2891.844997108155
247,248,13802.622498274672
249,248,12955.045990413266
253,248,10004.001600640257
248,249,12955.045990413266
250,249,21445.42140253056
251,249,5376.344086021506
29,250,4355.4006968641115
245,250,3727.1710771524413
249,250,21445.42140253056
29,251,10938.525486764383
249,251,5376.344086021506
252,251,5449.591280653951
251,252,5449.591280653951
253,252,7097.232079488998
268,252,3971.405877680699
248,253,10004.001600640257
252,253,7097.232079488998
264,253,3201.0243277848913
222,254,6920.415224913495
224,254,4063.388866314506
237,254,1351.7166801838334
386,255,3993.610223642172
388,255,2670.940170940171
393,255,2320.185614849188
220,256,3861.003861003861
225,256,5910.16548463357
257,256,7087.172218284905
226,257,10215.548064153641
229,257,5847.953216374269
256,257,7087.172218284905
212,258,1298.8699831146903
259,258,3310.162197947699
318,258,3667.0333700036667
247,259,2891.844997108155
258,259,3310.162197947699
264,259,3454.231433506045
211,260,2275.3128555176336
261,260,2978.8501638367593
317,260,4535.14739229025
260,261,2978.8501638367593
262,261,5186.721991701245
271,261,8643.04235090752
261,262,5186.721991701245
263,262,11239.743733842868
318,262,2281.021897810219
262,263,11239.743733842868
264,263,13092.432573972244
273,263,2416.626389560174
253,264,3201.0243277848913
259,264,3454.231433506045
263,264,13092.432573972244
29,265,2635.046113306983
266,265,18964.536317087048
268,265,10402.57983980027
265,266,18964.536317087048
267,266,14570.887367040654
392,266,16173.378618793467
28,267,7225.43352601156
266,267,14570.887367040654
270,267,14289.797084881393
392,267,7524.4544770504135
252,268,3971.405877680699
265,268,10402.57983980027
269,268,41442.18814753419
268,269,41442.18814753419
270,269,2184.837229626393
392,269,10833.062506770664
28,270,14501.160092807424
267,270,14289.797084881393
269,270,2184.837229626393
261,271,8643.04235090752
272,271,9737.09834469328
316,271,12048.192771084337
271,272,9737.09834469328
273,272,18145.527127563055
319,272,22361.359570661898
263,273,2416.626389560174
272,273,18145.527127563055
274,273,21372.08805300278
273,274,21372.08805300278
275,274,10012.014417300761
319,274,7911.39240506329
28,275,6830.601092896174
274,275,10012.014417300761
276,275,12007.684918347742
28,276,7974.481658692184
275,276,12007.684918347742
277,276,12257.906349595489
276,277,12257.906349595489
278,277,5157.297576070139
286,277,25687.130747495503
277,278,5157.297576070139
279,278,8467.400508044031
287,278,54495.91280653951
278,279,8467.400508044031
280,279,11933.174224343675
290,279,4812.319538017324
279,280,11933.174224343675
281,280,15873.015873015873
295,280,7639.419404125286
280,281,15873.015873015873
282,281,19142.41960183767
287,281,10042.17714400482
281,282,19142.41960183767
283,282,22711.787417669773
287,282,20924.879681941828
110,283,4430.660168365086
282,283,22711.787417669773
284,283,18135.654697134567
283,284,18135.654697134567
285,284,19208.60545524395
288,284,19813.75074301565
28,285,9380.863039399625
284,285,19208.60545524395
286,285,11753.643629525151
28,286,10041.168792047394
277,286,25687.130747495503
285,286,11753.643629525151
278,287,54495.91280653951
281,287,10042.17714400482
282,287,20924.879681941828
28,288,10144.045445323596
284,288,19813.75074301565
289,288,12476.606363069246
28,289,11113.580795732385
288,289,12476.606363069246
305,289,3624.5016310257342
279,290,4812.319538017324
291,290,5073.566717402334
294,290,4217.629692113032
290,291,5073.566717402334
292,291,9442.870632672333
294,291,13764.624913971093
291,292,9442.870632672333
293,292,25297.24260055654
303,292,6715.91672263264
24,293,8810.57268722467
292,293,25297.24260055654
304,293,14357.501794687725
24,294,3087.3726458783576
290,294,4217.629692113032
291,294,13764.624913971093
280,295,7639.419404125286
296,295,34305.31732418525
297,295,6361.323155216285
101,296,10414.496979795875
295,296,34305.31732418525
297,296,63532.40152477764
295,297,6361.323155216285
296,297,63532.40152477764
298,297,52356.02094240837
101,298,14232.849416453175
297,298,52356.02094240837
299,298,23391.812865497075
102,299,16992.35344095157
298,299,23391.812865497075
300,299,74962.51874062969
299,300,74962.51874062969
301,300,22883.29519450801
315,300,11343.012704174229
300,301,22883.29519450801
302,301,49925.11233150274
313,301,6605.019815059445
301,302,49925.11233150274
303,302,7739.938080495356
346,302,1853.2246108228317
292,303,6715.91672263264
302,303,7739.938080495356
304,303,16297.262059973926
24,304,9276.437847866418
293,304,14357.501794687725
303,304,16297.262059973926
110,305,11027.790030877812
289,305,3624.5016310257342
306,305,7142.857142857143
110,306,4273.504273504273
305,306,7142.857142857143
307,306,6305.1702395964685
98,307,5724.098454493417
306,307,6305.1702395964685
308,307,35714.28571428572
99,308,19342.35976789168
100,308,16297.262059973926
307,308,35714.28571428572
100,309,9718.172983479106
310,309,11467.88990825688
381,309,12883.277505797474
309,310,11467.88990825688
311,310,20938.023450586265
381,310,10368.066355624676
98,311,2805.8361391694725
310,311,20938.023450586265
312,311,8305.647840531561
27,312,10128.633647320976
88,312,12040.939193257074
311,312,8305.647840531561
301,313,6605.019815059445
314,313,9970.089730807578
346,313,52029.13631633715
27,314,6688.963210702341
313,314,9970.089730807578
315,314,3492.839678658749
102,315,13736.263736263738
300,315,11343.012704174229
314,315,3492.839678658749
271,316,12048.192771084337
319,316,5076.1421319796955
320,316,807.1025020177563
210,317,2467.3081667900324
260,317,4535.14739229025
318,317,2760.1435274634277
258,318,3667.0333700036667
262,318,2281.021897810219
317,318,2760.1435274634277
272,319,22361.359570661898
274,319,7911.39240506329
316,319,5076.1421319796955
316,320,807.1025020177563
321,320,11877.89523696401
333,320,5630.630630630631
320,321,11877.89523696401
322,321,1349.3455673998112
333,321,7132.667617689016
24,322,23424.689622862497
321,322,1349.3455673998112
334,322,12810.658467845247
131,323,9487.666034155598
324,323,20855.057351407715
332,323,1817.5209014903671
6,324,5537.098560354374
160,324,5627.462014631401
323,324,20855.057351407715
6,325,4480.286738351255
159,325,6514.657980456026
326,325,18782.870022539446
4,326,2979.7377830750893
325,326,18782.870022539446
329,326,4524.886877828054
196,327,3293.8076416337285
328,327,12627.857052658163
330,327,3327.787021630616
327,328,12627.857052658163
329,328,11456.065986940084
330,328,7057.163020465773
6,329,7127.583749109052
326,329,4524.886877828054
328,329,11456.065986940084
6,330,3571.4285714285716
327,330,3327.787021630616
328,330,7057.163020465773
158,331,1822.4895206852561
6,332,5574.136008918617
323,332,1817.5209014903671
333,332,3796.5072133637054
320,333,5630.630630630631
321,333,7132.667617689016
332,333,3796.5072133637054
24,334,9469.69696969697
322,334,12810.658467845247
335,334,6944.444444444444
334,335,6944.444444444444
336,335,3881.987577639752
357,335,1623.640201331385
23,336,9980.039920159681
335,336,3881.987577639752
344,336,2114.611968703743
23,337,3667.0333700036667
134,337,3938.558487593541
345,337,3538.5704175513097
0,338,0.00865051903114187
135,338,49091.801669121254
137,338,7961.783439490447
141,339,12709.710218607015
340,339,25258.90376357666
344,339,9920.63492063492
339,340,25258.90376357666
341,340,6849.315068493151
344,340,17485.574401119076
340,341,6849.315068493151
342,341,42122.99915754002
358,341,2752.546105147261
25,342,13299.640909695438
341,342,42122.99915754002
343,342,11005.94320933304
25,343,4198.152812762385
151,343,9671.17988394584
342,343,11005.94320933304
336,344,2114.611968703743
339,344,9920.63492063492
340,344,17485.574401119076
0,345,0.008865248226950355
132,345,9478.67298578199
337,345,3538.5704175513097
302,346,1853.2246108228317
313,346,52029.13631633715
347,346,5271.481286241434
346,347,5271.481286241434
348,347,11588.828369451849
357,347,4472.27191413238
27,348,9267.840593141798
347,348,11588.828369451849
349,348,14658.45793022574
27,349,22089.68411751712
348,349,14658.45793022574
350,349,41631.973355537055
349,350,41631.973355537055
351,350,85984.52278589853
354,350,12459.5066035385
27,351,15243.902439024392
350,351,85984.52278589853
352,351,65616.79790026246
27,352,18018.018018018018
351,352,65616.79790026246
353,352,26917.900403768504
103,353,6071.645415907711
352,353,26917.900403768504
354,353,27114.967462039047
350,354,12459.5066035385
353,354,27114.967462039047
355,354,15351.550506601166
103,355,7412.898443291327
354,355,15351.550506601166
356,355,11418.131993605846
26,356,23391.812865497075
355,356,11418.131993605846
369,356,41017.227235438884
26,357,24764.73501733531
335,357,1623.640201331385
347,357,4472.27191413238
26,358,6807.351940095304
341,358,2752.546105147261
359,358,11655.011655011655
26,359,11135.8574610245
358,359,11655.011655011655
360,359,7558.578987150417
25,360,23030.86135421465
359,360,7558.578987150417
370,360,15639.662183296841
22,361,12380.83446824316
362,361,8203.445447087777
376,361,2520.7965717166626
25,362,7645.25993883792
361,362,8203.445447087777
363,362,35971.22302158273
25,363,9775.171065493645
362,363,35971.22302158273
