source,target,weight
364,363,14585.76429404901
25,364,9345.794392523365
363,364,14585.76429404901
365,364,10560.777273207308
364,365,10560.777273207308
366,365,10873.11079699902
372,365,11539.349180706207
365,366,10873.11079699902
367,366,50175.61465127947
372,366,2991.325157044571
103,367,3314.5508783559826
366,367,50175.61465127947
368,367,18860.80724254998
367,368,18860.80724254998
369,368,54734.53749315818
371,368,45578.851412944394
26,369,19293.84526336099
356,369,41017.227235438884
368,369,54734.53749315818
26,370,12388.503468780971
360,370,15639.662183296841
371,370,13609.145345672292
26,371,25713.551041398816
368,371,45578.851412944394
370,371,13609.145345672292
365,372,11539.349180706207
366,372,2991.325157044571
373,372,5540.16620498615
372,373,5540.16620498615
374,373,12926.577042399173
375,373,44742.729306487694
32,374,13487.99568384138
373,374,12926.577042399173
378,374,5200.208008320333
32,375,9813.542688910697
373,375,44742.729306487694
393,375,2838.489923360772
361,376,2520.7965717166626
377,376,7385.524372230428
399,376,7552.870090634441
376,377,7385.524372230428
378,377,20746.88796680498
379,377,3287.310979618672
32,378,8305.647840531561
374,378,5200.208008320333
377,378,20746.88796680498
32,379,20263.424518743668
377,379,3287.310979618672
380,379,21244.954323348204
32,380,14265.335235378032
80,380,972.7626459143968
379,380,21244.954323348204
309,381,12883.277505797474
310,381,10368.066355624676
382,381,3544.8422545196736
90,382,8635.578583765113
381,382,3544.8422545196736
383,382,37750.09437523594
91,383,15225.334957369063
382,383,37750.09437523594
384,383,19677.292404565134
383,384,19677.292404565134
385,384,19561.815336463224
387,384,9624.639076034648
91,385,35198.873636043645
384,385,19561.815336463224
386,385,8510.638297872341
27,386,19719.976336028398
255,386,3993.610223642172
385,386,8510.638297872341
384,387,9624.639076034648
388,387,9354.536950420954
391,387,2768.549280177187
255,388,2670.940170940171
387,388,9354.536950420954
389,388,13840.83044982699
388,389,13840.83044982699
390,389,23877.745940783192
394,389,9057.971014492754
389,390,23877.745940783192
391,390,15218.383807639628
397,390,35536.602700781805
31,391,7225.43352601156
387,391,2768.549280177187
390,391,15218.383807639628
266,392,16173.378618793467
267,392,7524.4544770504135
269,392,10833.062506770664
255,393,2320.185614849188
375,393,2838.489923360772
394,393,2922.267679719462
389,394,9057.971014492754
393,394,2922.267679719462
395,394,17611.835153222964
394,395,17611.835153222964
396,395,10208.248264597794
397,395,9980.039920159681
31,396,7429.420505200595
395,396,10208.248264597794
397,396,11556.685542586387
390,397,35536.602700781805
395,397,9980.039920159681
396,397,11556.685542586387
20,398,5952.380952380952
144,398,5913.660555884093
410,398,2735.229759299781
82,399,5422.993492407809
376,399,7552.870090634441
400,399,6535.9477124183
82,400,45516.613563950836
399,400,6535.9477124183
401,400,19872.81399046105
400,401,19872.81399046105
402,401,5920.6631142687975
404,401,13962.580284836638
401,402,5920.6631142687975
403,402,7215.007215007215
406,402,10412.328196584756
144,403,4317.789291882556
402,403,7215.007215007215
408,403,7733.952049497293
82,404,4113.533525298231
401,404,13962.580284836638
405,404,10828.370330265296
37,405,8756.567425569177
404,405,10828.370330265296
406,405,3786.444528587656
402,406,10412.328196584756
405,406,3786.444528587656
407,406,24242.424242424244
406,407,24242.424242424244
408,407,12794.268167860799
409,407,4716.981132075472
403,408,7733.952049497293
407,408,12794.268167860799
409,408,6418.485237483954
407,409,4716.981132075472
408,409,6418.485237483954
410,409,13687.380235422941
48,410,72254.33526011561
398,410,2735.229759299781
409,410,13687.380235422941
